category,group,charge_split,r,M_lo_GeV,M_hi_GeV,M_hi_fittable_GeV,n_s
e2m2j0b0Z0_0met,emm,1,0.020,150,4000,150,0.0
e2m2j0b0Z0_0met,emm,1,0.020,150,4000,150,0.0
e2m2j0b0Z0_0met,eemm,1,0.020,200,3000,200,0.0
e2m2j0b0Z0_1met,ee,1,0.020,100,5000,100,0.0
e2m2j0b0Z0_1met,em,1,0.020,100,5000,100,0.0
e2m2j0b0Z0_1met,em,1,0.020,100,5000,100,0.0
e2m2j0b0Z0_1met,em,1,0.020,100,5000,100,0.0
e2m2j0b0Z0_1met,em,1,0.020,100,5000,100,0.0
e2m2j0b0Z0_1met,mm,1,0.020,100,5000,100,0.0
e2m2j0b0Z0_1met,eem,1,0.020,150,4000,150,0.0
e2m2j0b0Z0_1met,eem,1,0.020,150,4000,150,0.0
e2m2j0b0Z0_1met,emm,1,0.020,150,4000,150,0.0
e2m2j0b0Z0_1met,emm,1,0.020,150,4000,150,0.0
e2m2j0b0Z0_1met,eemm,1,0.020,200,3000,200,0.0
